name,url,distinction,reservation_link,description_en,postal_code,region,locality,lat,lon,price_lvl,genre
祇園 にしかわ／Gion Nishikawa,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/gion-nishikawa,2つ星：優れた料理,https://omakase.in/r/ya468465?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,京都に生まれ育った西川正芳氏は、幼い頃から親しんだ京料理を洗練させる。先ずは一献と柚子酒を振舞い、もてなしの気持ちを表す。造りは醤油に頼らず、鯛に煎り酒、貝には辛子酢味噌。だしを引く水は八坂神社まで汲みに行く。甘味の続きは、自ら薄茶を点て、気さくな会話で客と心を通わせている。,605-0825,京都,京都,34.999797,135.778857,¥¥¥¥,日本料理
篩月／Shigetsu,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/shigetsu,ビブグルマン：価格以上の満足感が得られる料理,https://omakaseje.com/r/op815748?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,精進料理は、仏教徒が育んだ菜食。修行の一環でもあり、心を清らかに、煩悩を抑え、精神の成長を促すとされてきた。「料理に心を込めることが、真の精進料理の秘訣」と言われ、誰しも感謝の念を抱く。物質的な側面ではなく、精神的な内面の平穏を求めることでもあり、生きる道をも教えてくれる。,616-8385,京都,京都,35.015281,135.673591,¥¥,精進料理
ヴェーナ／Vena,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/vena,1つ星：高品質な料理,https://omakaseje.com/restaurants/wz481925?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,ふとした出会いから意気投合した早川シェフと池本ソムリエ。共に京都生まれ、川と池、互いに「水」で繋がる名字に運命を感じた。共同経営として開いたヴェーナは、イタリア語で水脈を意味する。素材感のあるシェフの料理に、ソムリエが集めてきたヴィンテージワイン。水の都で育った二人が織り成す。,604-0002,京都,京都,35.015154,135.758097,¥¥¥,イタリア料理
京星／Kyoboshi,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kyoboshi,1つ星：高品質な料理,,1947年の創業時から変わらない薄衣の天ぷら。一子相伝のベールに包まれた独自配合の油を用い、手製の粉塩が素材を際立たせる。種は季節の魚介と野菜を交互に揚げ、合間に海老を織り交ぜるのが特徴。一尾目はレア、二尾目は強くクレシェンド。職人技で火入れを調整し、海老の味わいを変化させる。,605-0073,京都,京都,35.005139,135.775649,¥¥¥,天ぷら
一献 うえ原／Ikkon Uehara,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/ikkon-uehara,ビブグルマン：価格以上の満足感が得られる料理,,昼はおまかせのみ、夜は一品料理も置く。普段使いの店でありたいと品書きを充実させ、料理に手間をかける。酒肴を盛り込む八寸は古典を忘れない心から。椀物は種を真薯にし吸い地に馴染ませる。温かみのある掘り炬燵のカウンターに朗らかな夫婦のもてなし。季節の移ろいを感じながら一献傾けたい。,603-8147,京都,京都,35.037845,135.759749,¥¥,日本料理
幸菜福耳／Kosai Fukumimi,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/kosai-fukumimi,,,広東料理は食材も調理法も幅広いのが魅力。シェフは特に海鮮を得意とする。アコウやカワハギは姿蒸しや炒め物に。塩漬魚を天日で干した「ハムユイ」は、鶏肉や豆腐と煮込むのが広東風。麻婆豆腐に白子や牡蠣を合わせるといった個性も見せる。炒飯は香港の味を再現したいと、ジャスミンライスを使う。,530-0002,大阪,大阪,34.696528,135.500302,¥¥,中国料理
ラ ボンヌ ターシュ／La bonne tâche,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/la-bonne-tache,ビブグルマン：価格以上の満足感が得られる料理,https://omakaseje.com/r/ho911162?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,赤ピーマンのムース、サーモンの燻製、鴨のロースト。開業時から作り続けるのは食材を尊重したシンプルな料理。日々完成度の高さを求め、料理人としての深化を目指す。調理技術、レシピ、精神性を修業先で学んだ。キッチンに目を向ければ、磨き上げた鍋の数々。道具を大切にする心構えが腕を上達させる。,530-0047,大阪,大阪,34.696181,135.505178,¥¥,フランス料理
タンポポ／tanpopo,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/tanpopo,ビブグルマン：価格以上の満足感が得られる料理,https://omakaseje.com/r/xu454554?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,独学を続けて四半世紀。食べ歩きで感性を磨き、料理を向上させてきた。その成果が鉄板と銅板の調理。ふんわり焼くオムレツと薩摩揚げは銅板、香ばしい焼きそばや牛ステーキは鉄板と使い分ける。とん平焼はセージを挟みイタリア風に。クレープは洋酒を加えたフレンチスタイル。創意と熱意を込めて焼く。,530-0002,大阪,大阪,34.698073,135.497688,¥¥,"鉄板焼, お好み焼"
熟成豚 かわむら／Jukuseibuta Kawamura,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/jukuseibuta-kawamura,ビブグルマン：価格以上の満足感が得られる料理,,各地の銘柄豚が揃い、好みの肉質を選べる。中でも一押しは、屋号に冠した熟成豚。伏見の精肉店から仕入れ、寝かせて旨みの増した豚を扱う。壁に掲げる「すべてはタイミング」の文字。低温の油で二度揚げしながら頃合いを見計らう。生姜とスパイスを効かせた熟成豚のカツカレーも気になる。,607-8089,京都,京都,34.988748,135.81588,¥,とんかつ
祇園 さゝ木／Gion Sasaki,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/gion-sasaki,3つ星：特別な料理,,「祇園 さゝ木」の次なる挑戦。新たな設えで臨むのは“全員が主役”。料理の案は皆で考え、未来を担う感性と佐々木浩氏の豊かな経験が通じ合う。若い板前達を鼓舞しながら一丸となる姿。炭焼き場を要とするのは調理の原点を振り返るため。還暦を過ぎてもなお攻める姿勢が京料理に革命を起こし続ける。,605-0811,京都,京都,34.998881,135.775049,¥¥¥¥,日本料理
京極 かねよ／Kyogoku Kaneyo,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kyogoku-kaneyo,ビブグルマン：価格以上の満足感が得られる料理,,明治から七代続く鰻屋。名物の「きんし丼」を求める客で連日賑わう。タレをまぶしたご飯に江戸風の鰻、大きな京風のだし巻玉子が丼を覆う。東西の味をまとめるのは創業以来継ぎ足すタレ。蒲焼を蒸して焼く関東風にしたのは初代が東京の職人を呼んだのがきっかけ。見た目も味も東西の個性がある。,604-8034,京都,京都,35.007634,135.767929,¥,うなぎ
割烹 蛸八／Kappo Takohachi,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kappo-takohachi,,,蛸薬師通にある昭和の風情。店舗も料理も懐かしさを父から受け継ぐ。カウンターで客同士が肩を寄せ合い、夫婦の息もぴったり。小さな店が人の距離を縮め、和やかな空気に包まれる。品書きに並ぶのは、鯛、烏賊、蛸といった食材のみ。その日おすすめの調理を主人に尋ねる。その掛け合いも楽しい。,604-8046,京都,京都,35.006216,135.767048,¥¥,日本料理
洋食屋 ふじ家／Yoshokuya Fujiya,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/yoshokuya-fujiya,ビブグルマン：価格以上の満足感が得られる料理,,1935年、初代が米屋を営む傍ら食堂を開いたのが始まり。四代にわたって続く街の食堂は、 長年通う常客の胃袋を支え続けている。デミグラスソースのハンバーグは揺るぎない人気。昼は定食で気軽に味わえるのが嬉しい。味噌汁と漬物は心が落ち着く名脇役。地域の人々と育んできた健全な料理がここにある。,540-0027,大阪,大阪,34.68263,135.513074,¥,洋食
えいたろう屋／Eitaroya,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/eitaroya,ビブグルマン：価格以上の満足感が得られる料理,,産地直送の魚介と、近郊農家の野菜が売りの居酒屋。白衣の料理人がカウンターに立ち、日替わりの品書きに自信を示す。魚介は煮物、塩焼、天ぷらなど好みの調理法から選べる。造りは種類豊富な盛り合わせが人気。大鉢に敷き詰めた氷が、夏は涼しげ、冬は魚ばかりかこちらの身まで引き締まる。,604-8176,京都,京都,35.011075,135.758517,¥¥,居酒屋
新門前 米村／Shimmonzen Yonemura,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/shimmonzen-yonemura,2つ星：優れた料理,https://omakaseje.com/restaurants/id881401?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,審美眼を磨き続ける米村昌泰氏の独創性。自らの経験を食材と器に掛け合わせ、生み出す料理に枠はない。蕪とふぐのミルフィーユ、蛤のブルギニオンなど和洋の要素が融合する。現代作家、骨董、欧州などの華やかな器も使い、ジャンルレス。空間から料理に至るまで“米村イズム”が集約されている。,605-0064,京都,京都,35.006215,135.776646,¥¥¥,イノベーティブ
京懐石 吉泉／Kyokaiseki Kichisen,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kyokaiseki-kichisen,2つ星：優れた料理,,清らかでありつつ雅やかな京料理。茶道、華道、香道、書、詩歌から日本の美意識を養った。献立に古典と現代の趣向を織り交ぜる。先付は季節の葉で四季の美しさを伝え、椀物は正統に仕立てて本質を表す。とろの造りは雲海に浮かぶように盛り付け、果物は苔鉢で演出。五感を研ぎ澄ませ、自らの物語を紡ぐ。,606-0805,京都,京都,35.035717,135.771236,¥¥¥¥,日本料理
寿司処 かい原／Sushidokoro Kaihara,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/sushidokoro-kaihara,ビブグルマン：価格以上の満足感が得られる料理,https://omakaseje.com/r/yo256802?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,和食の経験を生かしたおまかせ。野菜のすり流しや酒肴から始める。握りは種に比重を置くため、魚を厚く引き、酢飯の量は少なめ。小振りに握るのは、旬の魚を存分に味わってほしい思いから。海老には黄身醤油、とろには泡醤油をあてるなど一工夫。すし職人を志し、独学を続けてきた成果を発揮する。,530-0033,大阪,大阪,34.706578,135.51217,¥¥,寿司
料理屋 まえかわ／Ryoriya Maekawa,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/ryoriya-maekawa,1つ星：高品質な料理,,従来の型にとらわれず、自分らしい「料理屋」を追求する前川浩一氏。京料理の軸をぶらさない中にも独創を心掛ける。海老芋の揚げ物とトマトソースに桜海老をあしらう。海老で合わせる洒落っ気も含め、思わず笑いとおいしさに感心してしまう。屋形船のような三角屋根の店内は楽しさに包まれている。,600-8027,京都,京都,34.998689,135.767871,¥¥¥,日本料理
はちどり／Hachidori,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/hachidori,ビブグルマン：価格以上の満足感が得られる料理,,酒と相性の良い料理と「蒸し燗」が人気の居酒屋。酒屋出身の朗らかな夫婦が営む。刺身や炭火焼など素材感のある品々、産地まで訪れる庄内野菜の季節料理が揃う。塩を使い分け、魚醤のいしるで調味したりと一工夫、後を引く味に仕立てる。蒸籠で温める燗酒は主人が好みや料理に合わせて勧めてくれる。,534-0014,大阪,大阪,34.711264,135.529216,¥¥,居酒屋
桝田／Masuda,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/masuda,1つ星：高品質な料理,https://omakaseje.com/r/au405649?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,白木のカウンターは桝田兆史氏の舞台。熟練の手品師が種を明かすように、料亭で培った日本料理の技と伝統を披露する。食材と器で魅せる季節の取り合わせ。一際目を引くのが大皿に盛り込む八寸。山海の幸で描く造形美は濃淡が共存する。客をもてなし、弟子を育てる姿は和食の未来に光を当てている。,542-0085,大阪,大阪,34.673799,135.501957,¥¥¥,日本料理
ムニ アラン デュカス／MUNI ALAIN DUCASSE,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/muni-alain-ducasse,1つ星：高品質な料理,https://www.tablecheck.com/shops/muni-kyoto-alainducasse/reserve?utm_source=michelin_guide,アラン・デュカス氏の芸術的感性が古都と融和する。貝とキャビア、筍とトリュフ、オマール海老と聖護院大根、日仏の食材を重ねたコンテンポラリーフレンチ。テーブルでソースをかけ、香り高い料理を完成させる。ラグジュアリーな空間、品格のある料理、エレガントな接客にデュカス氏の世界観が表れる。,616-8385,京都,京都,35.013637,135.676621,¥¥¥¥,フランス料理
幽玄／Yugen,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/yugen-1193266,2つ星：優れた料理,https://omakaseje.com/r/uj583624?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,日本料理が放つ言葉に表せない美しさと奥深さを「幽玄」と表現する三船桂佑氏。室礼、料理、器で織り成す美を探求する。その精神を写すのが煮物椀。意匠文化を伝える漆椀に、うま味ある昆布の吸い地を張る。椀種との調和と余韻を滋味深く味わうことになる。見えない仕事にこそ徹底する料理人の矜持がある。,543-0031,大阪,大阪,34.664773,135.521663,¥¥¥,日本料理
串たなか／Kushi Tanaka,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kushi-tanaka,ビブグルマン：価格以上の満足感が得られる料理,,店主を囲むコの字のカウンター。創意工夫を凝らした串種をテンポ良く揚げてくれる。マッシュルームに醤油バター、生麩に柚子味噌、パンにクリームチーズなどバラエティ豊か。コース名は「一方通行」。勝手ながら一方的に出させていただくというネーミング。謙虚な気持ちとユーモアも忘れない。,604-8155,京都,京都,35.004523,135.758838,¥¥,串揚げ
京料理 藤本／Kyoryori Fujimoto,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kyoryori-fujimoto,1つ星：高品質な料理,,修業先の店主と市場へ行き積み重ねた教えが、「京料理 藤本」の原点。味を付けるのではなく、食材本来の持ち味を生かし、自然な風味を導く。馳走とは奔走し、世話をし、ふるまい、もてなすこと。色々味わって欲しいと豊富な食材を仕入れ献立に組み込む。日本語の“御馳走様でした”に感謝を込めたい。,604-8207,京都,京都,35.010396,135.756636,¥¥¥,日本料理
おたぎ／Otagi,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/otagi,2つ星：優れた料理,,箸帯の愛宕は「おたぎ」と読み、地域の古称。馬場一彰は地元愛から祖母の土地に店を建てた。鷹峯まで足を運んでいただく意味を考え、近所の幼馴染が育てた野菜をふんだんに使う。自由さを求めつつも和を越えない主義。締めのハヤシライスは洋風に見えても、鰹だしと酒、ざらめ糖、味噌など和素材に限る。,603-8465,京都,京都,35.050744,135.73416,¥¥¥¥,日本料理
是しん／Zeshin,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/zeshin,1つ星：高品質な料理,,ビルに構えた門から階段を下りると和の空間が広がる。迎えるのは料理屋で苦楽を共にした主人と料理長。旧暦に沿った会席は、前菜から菓子まで尊い季節の移り変わりを表す。二人が蒐集する器も料理を一層引き立てる。料理長との会話を望むならカウンター席。室礼に気を配った個室は着物姿の仲居が担当。,530-0047,大阪,大阪,34.696365,135.502426,¥¥¥,日本料理
旬彩天 つちや／Shunsaiten Tsuchiya,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/shunsaiten-tsuchiya,2つ星：優れた料理,,天ぷら会席の献立。土阪幸彦氏の天ぷらは、日本料理で培った感性が生きる。蒸した鮑は波立つように小波切り。薄衣で揚げ肝のタレで味わう。油や衣の配合、揚げ方は研究を重ねてきた。会話を交えながら客と向き合う心得も板前割烹で学んだ。「真心入魂」が座右の銘。誠の心をもてなしと料理に尽くす。,564-0051,大阪,大阪,34.760534,135.490966,¥¥¥,"天ぷら, 日本料理"
粋魚 むらばやし／Suigyo Murabayashi,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/suigyo-murabayashi,ビブグルマン：価格以上の満足感が得られる料理,,修業時代から地方を巡り、漁師と信頼を深めてきた。各地から良質な魚介が届くのはその恩恵。最初に供されるのは大鉢のお造り。旬の魚を少しずつ種類豊富に盛り込み、日本酒が進んでしまう。煮魚は醤油と水のみで調理し、魚の自然な甘みを生かす。残った煮汁は炊きたてご飯と共に余すことなく味わえる。,530-0003,大阪,大阪,34.69679,135.498827,¥¥,居酒屋
あかとしろ／AKA to SHIRO,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/aka-to-shiro,ビブグルマン：価格以上の満足感が得られる料理,https://www.tablecheck.com/shops/sushi-akatoshiro/reserve?utm_source=michelin_guide,すし種を支える“あかとしろ”。鮪や青魚に赤、海老や白身魚に白と、種に応じて二つの酢飯を使い分ける。赤酢は江戸前すしにちなむ関東風。米酢と砂糖は押し寿司に根付く関西風。東西の文化による紅白混合のバトンリレーで心を汲む。二色の酢飯は魚に合うばかりか、日本人にとって縁起のいい色だ。,530-0002,大阪,大阪,34.696742,135.500532,¥¥,寿司
鮨 ほしやま／Sushi Hoshiyama,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/sushi-hoshiyama,1つ星：高品質な料理,https://omakaseje.com/r/pn359683?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,鯛は昆布で締め、小肌には酢を利かす。酢飯は赤酢と塩で切る。修業時代に学んだ入念な仕込みを貫く。握りは淡泊な白身から。鮪は三貫続け印象に残す。酢飯の温度が高めなのは、脂の甘みを引き出すため。煮穴子で締めるのも昔ながら。店は川沿いに立ち、往来する船を眺めながらすしを満喫できる。,530-0046,大阪,大阪,34.692732,135.510694,¥¥¥¥,寿司
昇六／Shoroku,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/shoroku,,https://omakaseje.com/r/fc721573?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,“京の持ち味、浪速の喰い味”という至言がある。下田正人氏の献立には、双方の良さが表れる。鮑の殻に詰める蟹クリームコロッケは、京阪両方の趣向を凝らした一品。創意工夫ある大阪料理を基に、京都で学んだ食材の味わいも生かす。経験豊富な父とも同じ板場で働き受け継いだ技と心を料理に込める。,550-0004,大阪,大阪,34.684744,135.494629,¥¥¥,日本料理
いづう／Izuu,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/izuu,ビブグルマン：価格以上の満足感が得られる料理,,1781年創業、屋号は初代いづみや卯兵衛の名にちなむ。当時、若狭で一塩した鯖は京の町で喜ばれ、祭や祝いに鯖寿司を食す風習が根付いた。そこに目を付け、花街へ仕出しを行ったのが始まり。代々受け継ぐ鯖姿寿司を八代目が守る。卯兵衛の「卯」から、寿司飯の切り口がうさぎの形というのが愛らしい。,605-0084,京都,京都,35.004851,135.774488,¥,寿司
恒屋伝助／Tsuneya Densuke,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/tsuneya-densuke,,https://www.tablecheck.com/shops/tsuneya-densuke/reserve?utm_source=michelin_guide,品書きに並ぶ百種以上の料理。店の指針は、好きなものを好きなだけ味わってほしいという。何にするか迷うのも楽しみのひとつ。居酒屋らしく魚料理に力を注ぐ。甘鯛は焼物や唐揚げ、鯖は締めて造りや棒寿司に。酒が進む一品と共に、肉豆腐やビーフカツといった牛肉も欠かさない。和食の多様さも知れる。,604-0821,京都,京都,35.013547,135.763199,¥¥,居酒屋
洋食 おがた／YOSHOKU OGATA,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/yoshoku-ogata,,,“おなかと心を満たす割烹洋食”がコンセプト。カウンターで対話しつつ腕によりをかける。満足させたい思いから食材の質を重視。滋賀の精肉店、静岡の鮮魚店、京都の農家から取り寄せる。アジフライ、ポークソテー、ハンバーグなど馴染みある洋食が人気。火入れやソースにフランス料理の経験を生かす。,604-0956,京都,京都,35.012454,135.764055,¥¥¥,洋食
カメキチ／Kamekichi,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/kamekichi,,,客に親しまれたいとの想いを込めた店名はシェフのニックネーム。キッシュロレーヌ、カスレ、牛頬肉の赤ワイン煮などの郷土料理が並ぶ。ジビエの時期の真鴨や山うずらも楽しみ。夜のアラカルトは量がしっかり。シェアして味わいたい。バターやクリームを惜しまず使うソースは、醍醐味あるフレンチ。,540-0027,大阪,大阪,34.682689,135.515553,¥¥,フランス料理
祇園 やま岸／Gion Yamagishi,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/gion-yamagishi,,https://omakase.in/r/vm672733?utm_content=booking_btn&utm_medium=referral&utm_source=michelinofficial,お茶屋の風情を残す割烹店。凛とした設えの中、和やかな接客を心掛け、居心地の良い店を目指す。おまかせに限らないのは日本料理を身近に感じてもらうため。夜は数品のおきまりに一品料理を追加することも。昼はだしを味わってほしいと、九条葱や湯葉のうどんを用意。先付と京寿司が付くのも嬉しい。,605-0074,京都,京都,35.002518,135.775697,¥¥¥,日本料理
鴨料理 田ぶち／Kamoryori Tabuchi,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kamoryori-tabuchi,,https://omakaseje.com/restaurants/bp363481?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,鴨料理のおいしさを伝える専門店。一羽で仕入れる強みを生かし、色々な部位を供する。先ずは砂肝やレバーなど、鮮度を楽しむ料理から。ささみは昆布締め、ロースは炭火で燻香をまとわせ、脂はだしに溶かし旨みを高める。素材を余すことなく使い、多彩に仕立てた鴨づくし。箸置きの鴨にも愛着を感じる。,604-0077,京都,京都,35.017262,135.75289,¥¥¥,鴨料理
デリ・ア・カーサ／DELI a Casa,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/deli-a-casa,ビブグルマン：価格以上の満足感が得られる料理,,イタリアの日常食と郷土料理をコンセプトにした食堂。その理由は、現地の生活で慣れ親しんだ思い入れある料理を知ってほしいから。種類豊富な料理は小皿スタイル。自由に選べるアンティパストミスト感覚。イタリア各地を巡るように少しずつ楽しめる。素朴ながら丹念に仕込む料理は心に染みる。,542-0066,大阪,大阪,34.672875,135.513943,¥¥,イタリア料理
生成／Kinari,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/kinari,,,「生成」とは手を加えず、素朴でありのままのこと。店主は味をなるべく加えず、素材を感じる料理を心掛ける。わずかな調味料と淡いだしで調理する炊き合わせやお浸しは、その一例。造りは醤油で食す一辺倒ではなく、合わす食材で仕上げる。さりげない一手間に自然の恵みと向き合う姿勢が表れる。,530-0043,大阪,大阪,34.695875,135.513968,¥¥¥,日本料理
肉料理 澁谷／Nikuryori Shibuya,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/nikuryori-shibuya,,,和牛一筋に半世紀歩んできた主人。肉は銘柄より質を優先するため産地を指定しない。献立はタンやハツの鮮度を生かした料理に始まり、ミノは湯引き、ロースの柳川風の流れ。そして、品書きから好みの品を追加する。古風な町家で堪能する和牛尽くし。職人肌の父と気さくな娘の掛け合いが微笑ましい。,604-0904,京都,京都,35.014866,135.768535,¥¥¥,牛肉料理
ラ ブッシュ／la bûche,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/la-buche,1つ星：高品質な料理,https://www.tablecheck.com/shops/labuche-ohara/reserve?utm_source=michelin_guide,地方に誇りを持つフランス人シェフに共感を覚え、故郷に店を構えた。森尚平氏は野菜、山野草、川魚、ジビエといった大原の恵みを主役とする。「薪」を意味する店名のとおり、原始の炎で食材を包み込む。里山の豊かさを表すローカルガストロノミー。地域の魅力を料理で伝え、生まれ育った地に恩返し。,601-1242,京都,京都,35.120006,135.829962,¥¥¥,フランス料理
京中華 牧定／Kyochuka Makisada,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/kyochuka-makisada,,https://www.tablecheck.com/shops/makisada/reserve?utm_source=michelin_guide,中華のシェフだった父を追いかける兄弟。暖簾の横に掲げる屋号は父がしたため、息子たちの門出を祝った。「定」の一文字は兄弟の名前から。兄が料理、弟が接客にあたる。油の弾ける音が響く北京ダックなど、調理の風景が見られるのはカウンターならでは。二人の情熱は家族の絆から生まれる。,604-0827,京都,京都,35.012305,135.762202,¥¥¥,中国料理
ザ・ニューワールド／The New World,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/the-new-world,ビブグルマン：価格以上の満足感が得られる料理,,居酒屋なのにピンクのネオンやミラーボール。和の酒場にクラブの設えが溶け込む“新世界”が広がる。料理も同じくジャンルレス。和食の枠を超えて創作した品が揃う。例えば鯖缶のサラダ、旬の果物とマスカルポーネの白和え。店全体が個性に富み、フレンドリーな接客、遊び心のある演出に笑みがこぼれる。,542-0085,大阪,大阪,34.673859,135.500978,¥,居酒屋
中国菜 エスサワダ／Chugokusai S.Sawada,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/chugokusai-s-sawada,,,香港で培った料理に和洋の要素を織り交ぜたおまかせ。現地で研究したクリスピーチキン。赤酢の大根おろしや山葵の薬味で個性を足す。紹興酒に漬けキャラメリゼするフォワグラバーガーはフレンチの技法を応用。個性あるユニークな一品。点心、麻婆豆腐、担々麺など馴染みの料理も供し、バラエティに富む。,530-0047,大阪,大阪,34.696264,135.505146,¥¥¥,中国料理
鮨笑 ねはち／Sushisho Nehachi,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/sushisho-nehachi,,,つまみから始まる多彩なおまかせ。花穂紫蘇の華やかさ、魚の漬け焼きに和食の経験が生きる。握りは手間と工夫を惜しまない。貝は炙って香りを立たせ、甘海老は卵の醤油漬と共に。酢飯の酢に、煎り胡麻を合わせているため香ばしい。気軽に楽しんでほしいと名付けた「鮨笑」。鮨を頬張れば笑みがこぼれる。,553-0003,大阪,大阪,34.691096,135.483948,¥¥¥,寿司
寿司常／Sushitsune,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/sushitsune,ビブグルマン：価格以上の満足感が得られる料理,,初代が考案したバッテラが名物。大阪に広めた鯖の押し寿司を四代目が継ぐ。締め鯖と酢飯を舟形の木枠で押し抜き白板昆布をのせる。鮮やかな手捌き、酢飯がほどける巧みな力加減に熟練の技を見せる。鯵や穴子の棒寿司、手毬寿司も関西の食文化。天下の台所に親しまれる、なにわの押し寿司を味わいたい。,530-0041,大阪,大阪,34.696659,135.512094,¥¥,寿司
万ん卯／Man-u,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/man-u,,,日本料理の技を施した創作おでんの七変化。大鍋から種を取り分け、素材に合わせて薬味や汁の味付けを変える。牛スジは葱と炊き、蛸には実山椒を合わす。蛤、若布と筍、鱧と松茸は椀物に仕立てる。レタスやトマト、だし餡をかける無花果など変わり種も。仕上げの一手間で独特な余韻を残す。,530-0003,大阪,大阪,34.696195,135.499858,¥¥¥,おでん
クリマ／CLIMA,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/clima,,,店名はスペイン語で「風土」を表わす。シェフは本場で体感した郷土の魅力を伝える。夜はコースに各地方の料理を盛り込む。塩ダラと玉葱のカタルーニャ風サラダ、ウサギとインゲンのバレンシア風パエリャなど。バスク伝統の薪焼料理は名物。かたまりのまま焼く牛リブロースは赤身の旨みに燻香が重なり合う。,606-0851,京都,京都,35.045676,135.770641,¥¥,スペイン料理
酒と魚 DNA／Saketosakana DNA,https://guide.michelin.com/jp/ja/kyoto-region/kyoto/restaurant/saketosakana-dna,ビブグルマン：価格以上の満足感が得られる料理,,和食の豊かさと日本の心を呼び覚ましたいと命名した「DNA」。品書きを昆布と鰹だしの椀物から始めるのに意味があった。魚は小浜市から直送されるため福井県の酒を充実させる。地の食材に地酒が合うのも、すなわちDNA。家族三人でもてなす温かみは、父の遺伝子として息子と妹に受け継がれている。,600-8401,京都,京都,35.000113,135.760822,¥¥,居酒屋
北新地 串かつ凡／Kitashinchi Kushikatsu Bon,https://guide.michelin.com/jp/ja/osaka-region/osaka/restaurant/kitashinchi-kushikatsu-bon,,https://omakaseje.com/restaurants/ug953416?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,シャトーブリアンやフォワグラなど、高級食材を惜しげもなく振舞う串揚げ店。子持ち昆布にウニとキャビア、銘柄豚にトリュフ、珍味を合わせる創作串は楽しさもひとしお。軽さを求め、きめ細かいパン粉を用い、綿実主体の油で揚げる。種に独自のアイデアを加え、大阪のソウルフードを発展させる。,530-0003,大阪,大阪,34.696599,135.497094,¥¥¥,串揚げ
