awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,opening_time,geo_coordinates,telephone,address,num_review
,イノショウ,保谷駅 101m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1328/A132801/13149754/,予約可,,,"35.748058638610026,139.56687588519932",042-439-8373,東京都西東京市東町3-14-5 エミオ保谷 1F,305
,陸 尾山台店,尾山台駅 407m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.55,月曜日,https://tabelog.com/tokyo/A1317/A131715/13139998/,予約不可,,,"35.603754338728685,139.65169518368228",不明の為情報お待ちしております,東京都世田谷区等々力1-30-16 ライオンズマンション等々力 １F,301
,RAMEN and TSUKEMEN Number.6,巣鴨駅 111m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,～￥999,～￥999,3.55,-,https://tabelog.com/tokyo/A1323/A132301/13271114/,予約不可,,,"35.73403923867353,139.73833668493756",03-6903-7085,東京都豊島区巣鴨2-1-2 ブラウンタワー 1F,292
,鶏そば・ラーメン Tonari,神泉駅 113m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,"￥2,000～￥2,999","￥2,000～￥2,999",3.55,日曜日、祝日,https://tabelog.com/tokyo/A1303/A130301/13196746/,予約不可,,,"35.65818843870765,139.6941884842023",03-6416-3960,東京都渋谷区円山町14-3 日興パレスビル渋谷 1F,292
,煮干しそば 虎愼,中野新橋駅 580m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1319/A131903/13148908/,予約不可,,,"35.68672523868334,139.67477568450417",非公開,東京都中野区弥生町3-17-2 ,291
,ジンギスカンひつじの木 大森本店,大森駅 197m , ラーメン・つけ麺(ラーメン)、餃子,羊肉好き必見！ここでしか味わえない本格ジンギスカンと羊骨(やんこつ)らーめんが楽しめるお店,"￥4,000～￥4,999","￥4,000～￥4,999",3.55,,https://tabelog.com/tokyo/A1315/A131502/13254596/,予約可,,,"35.587416038763585,139.72871158346322",03-3763-5086,東京都大田区大森北1-3-9 春日ビル 1F,290
,ラーメン久保田,荻窪駅 198m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.55,水曜日,https://tabelog.com/tokyo/A1319/A131906/13135388/,予約不可,,,"35.704833638655074,139.62212128472402",03-3398-8357,東京都杉並区上荻1-4-3 ,284
,鮎ラーメン+ 虎ノ門横丁店,虎ノ門ヒルズ駅 220m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),【虎ノ門横丁】丸ごと一尾乗った『鮎ラーメン』と『神の牡蠣』が自慢の店！普段使い・サク飲みに,"￥2,000～￥2,999","￥2,000～￥2,999",3.55,,https://tabelog.com/tokyo/A1308/A130802/13247665/,予約可,,,"35.667597238719495,139.75012908425813",090-1533-1053,東京都港区虎ノ門1-17-1 虎ノ門ヒルズ ビジネスタワー 3F,276
,きりきり舞,不動前駅 303m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、居酒屋,,～￥999,～￥999,3.55,-,https://tabelog.com/tokyo/A1317/A131710/13167106/,予約不可,,,"35.624302838734266,139.71020678384883",070-6408-5758,東京都品川区小山台1-33-11 ,269
,よかろう 日比谷店,内幸町駅 264m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(担々麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,土曜日、日曜日,https://tabelog.com/tokyo/A1308/A130802/13014382/,予約不可,,,"35.67096723871829,139.7530975842901",03-5512-9001,東京都千代田区内幸町2-1-1 飯野ビル B1F,268
,鶏そば かぐら屋 西新宿店,西武新宿駅 211m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1304/A130401/13251053/,予約不可,,,"35.69637553868453,139.69777828458552",03-5389-4027,東京都新宿区西新宿7-16-10 西新宿ミカエラビル 1F,263
,麺屋げんぞう ,湯島駅 80m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(担々麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,土曜日、日曜日,https://tabelog.com/tokyo/A1311/A131101/13101129/,予約不可,,,"35.70776633870041,139.77030188464974",非公開,東京都文京区湯島3-35-3 中村ビル 1F,256
,萬馬軒 橙 池袋店,池袋駅 250m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),昭和63年創業 萬馬軒の新ブランド 萬馬軒橙 より濃厚なスープになってます。池袋店は野菜大盛無料,～￥999,～￥999,3.55,月曜日,https://tabelog.com/tokyo/A1305/A130501/13271084/,予約不可,,,"35.73209175552301,139.71032223329627",03-5992-2273,東京都豊島区西池袋1-24-6 ,248
,ラーメン箕輪家 本店,中野駅 370m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1319/A131902/13278084/,予約可,,,"35.709035538666555,139.66657858473525",不明の為情報お待ちしております,東京都中野区中野5-53-2 ,245
,ラーメンの店 ホープ軒 環七丸山店,野方駅 197m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1321/A132104/13237495/,予約不可,,,"35.72136153865472,139.65397208486863",03-6672-3485,東京都中野区野方4-22-4 ,245
,ラーメン見田家,練馬駅 85m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.55,日曜日,https://tabelog.com/tokyo/A1321/A132102/13249447/,予約不可,,,"35.73737473141169,139.65357942679827",03-5912-0121,東京都練馬区練馬1-5-2 新日本パレス本社ビル 1F,238
,らーめんラブル,西太子堂駅 238m , ラーメン・つけ麺(ラーメン)、焼酎バー、ビアバー,,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,火曜日,https://tabelog.com/tokyo/A1317/A131706/13028678/,予約可,,,"35.642760371994896,139.6674792952999",03-3414-8452,東京都世田谷区三軒茶屋2-16-6 浪貝ビル １０３号,235
,らあめん工房 じらい屋,武蔵小山駅 228m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.55,木曜日,https://tabelog.com/tokyo/A1317/A131710/13217425/,予約不可,,,"35.618598838735736,139.70342098379595",03-5498-3927,東京都品川区小山4-4-17 1F,231
,カミノ,池尻大橋駅 702m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,月曜日,https://tabelog.com/tokyo/A1317/A131705/13050823/,予約不可,,,"35.65256613870582,139.67724488415743",03-3487-0694,東京都世田谷区三宿2-11-33 ,227
,金町製麺,京成金町駅 68m , 居酒屋、ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,月曜日,https://tabelog.com/tokyo/A1324/A132403/13116419/,予約可,,,"35.767987138694174,139.87084188518756",03-5876-5736,東京都葛飾区金町6-2-1 ヴィナシス金町 1F,226
,熊公,浅草橋駅 263m , ラーメン・つけ麺(ラーメン)、カレー,,～￥999,～￥999,3.55,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1311/A131103/13022350/,予約不可,,,"35.696064838711855,139.78289178452272",03-3663-8955,東京都中央区日本橋馬喰町2-5-11 ,212
,麺也 時しらず,大井町駅 370m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1315/A131501/13261791/,予約不可,,,"35.60529303875314,139.73153928364184",不明の為情報お待ちしております,東京都品川区大井1-34-7 ,208
,ラーメンみなみ,葛西駅 863m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,月曜日,https://tabelog.com/tokyo/A1313/A131305/13290840/,予約不可,,,"35.6710580387571,139.87515678420544",03-3869-8044,東京都江戸川区中葛西2-19-15 越川ビル 1F,195
,横浜家系らーめん 侍 上野店,仲御徒町駅 347m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1311/A131101/13282408/,予約不可,,,"35.70980933870132,139.77721858466555",03-6826-9831,東京都台東区東上野2-18-1 群山ビル 1F,194
,大学ラーメン,東大和市 , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.55,月曜日,https://tabelog.com/tokyo/A1328/A132805/13024334/,予約不可,,,"35.739400238576685,139.44491338519737",042-563-9866,東京都東大和市清原4-10-10 ,184
,だし麺屋 ナミノアヤ 上野毛本店,用賀駅 811m , ラーメン・つけ麺(ラーメン)、日本料理,,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1317/A131715/13261657/,予約不可,,,"35.61913193871354,139.63479768384943",03-5797-9659,東京都世田谷区上野毛4-39-12 1F,181
,麺屋 二二一,神保町駅 137m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1310/A131003/13290194/,予約不可,,,"35.6961004265314,139.75687780455675",090-7405-4664,東京都千代田区神田神保町2-2-38 ,168
,でんでん,八王子駅 634m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.55,火曜日、祝日,https://tabelog.com/tokyo/A1329/A132904/13024473/,予約不可,,,"35.65165663860037,139.3443033843816",042-645-9268,東京都八王子市子安町1-37-6 ,165
,生姜正油ラーメン専門店 たかの,淡路町駅 328m , ラーメン・つけ麺(ラーメン),◆こだわり抜いた食材で作り出すチャーシューたっぷりの「ラーメン」900円~◆,～￥999,～￥999,3.55,-,https://tabelog.com/tokyo/A1310/A131002/13274451/,予約不可,,,"35.69724883870699,139.7700162845437",03-5577-5330,東京都千代田区神田須田町1-25-4 マーチエキュート神田万世橋 1F S8区画,158
,會津・喜多方らーめん 愛絆,十条駅 303m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,月曜日、水曜日,https://tabelog.com/tokyo/A1323/A132304/13238560/,予約不可,,,"35.76098313865026,139.71901648522322",03-5948-5520,東京都北区上十条3-29-6 ,151
,ラーメンショップ 堀切店,堀切菖蒲園駅 821m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.55,木曜日、日曜日、祝日,https://tabelog.com/tokyo/A1324/A132403/13239653/,予約不可,,,"35.755127638688634,139.8278229850878",03-3604-1556,東京都葛飾区堀切7-3-1 ,135
,タナカタロウ,荒川七丁目駅 806m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,月曜日,https://tabelog.com/tokyo/A1324/A132401/13233129/,予約不可,,,"35.74923383867873,139.78495078505833",不明の為情報お待ちしております,東京都荒川区町屋8-4-8 藤和シティコープ町屋2 1F,127
,榮林 神楽坂店,牛込神楽坂駅 343m , 中華料理、創作料理、ラーメン・つけ麺(ラーメン),元祖酸辣湯麺。和と中華の折衷料理。最高級中華を堪能。,"￥10,000～￥14,999","￥10,000～￥14,999",3.55,月曜日、日曜日,https://tabelog.com/tokyo/A1309/A130905/13272007/,予約可,【ランチの御予約について】□ランチ…予約可！席のみ御予約は不可。ご予約の際はランチｺｰｽ又は飲茶ｺｰｽでの承りになります。予めご了承ください。＊ 予約席には限りがございます。【ディナーの御予約について】■ディナー…予約可！※ディナーはコースのみの営業。【アラカルトのみ】の対応はしておりません。コースでのご予約をお願いしております。コースは2名様〜,,"35.701407338694324,139.7385353846078",03-5579-8862,東京都新宿区袋町3-6 神楽坂センタービルANNEX 2F,126
,中華そば マルキ食堂,下北沢駅 436m , ラーメン・つけ麺(ラーメン),,-,-,3.55,月曜日,https://tabelog.com/tokyo/A1318/A131802/13253791/,予約不可,,,"35.66507103869408,139.6653023842921",03-6804-8315,東京都世田谷区代田6-12-36 1F,116
,麺好獅子團,小川町駅 123m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,日曜日,https://tabelog.com/tokyo/A1310/A131002/13278391/,予約不可,,,"35.69401737268148,139.76574951613352",不明の為情報お待ちしております,東京都千代田区神田小川町1-7 神田小川町ハイツ,113
,麺屋 加減,浅草橋駅 597m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.55,-,https://tabelog.com/tokyo/A1311/A131103/13292801/,予約不可,,,"35.701064999528725,139.7805444430219",070-9208-1440,東京都台東区台東1-1-11 ポモドーロ清洲橋通りビル,99
,金魚ヌードル,淡路町駅 190m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(汁なし担々麺),,-,-,3.55,日曜日,https://tabelog.com/tokyo/A1310/A131002/13243411/,予約不可,,,"35.693505590105445,139.76806499415454",不明の為情報お待ちしております,東京都千代田区神田司町2-16-10 至誠堂ビル B1F,98
,俺式 純,東京駅 110m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、餃子,,-,-,3.54,-,https://tabelog.com/tokyo/A1302/A130201/13160396/,予約不可,,,"35.68017683871715,139.76789408437276",03-3212-2558,東京都千代田区丸の内1-9-1 東京駅一番街 東京ラーメンストリート,990
,末廣ラーメン本舗 高田馬場分店,西早稲田駅 421m , ラーメン・つけ麺(ラーメン)、麺類,,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1305/A130504/13061478/,予約不可,,,"35.71190233867812,139.7085918847348",03-3200-2885,東京都新宿区高田馬場2-8-3 ,872
,荒海,南新宿駅 436m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1304/A130401/13090261/,予約不可,,,"35.68683573869006,139.69607108449037",03-5351-0346,東京都渋谷区代々木2-16-9 ,604
,松富,銀座駅 242m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、餃子,,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130101/13000573/,予約不可,,,"35.67137623872072,139.7615548842883",03-3289-3465,東京都中央区銀座6-4-16 花椿ビル　１Ｆ,554
,三三七 大森店,大森駅 66m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,-,https://tabelog.com/tokyo/A1315/A131502/13133355/,予約不可,,,"35.58887313876233,139.72766548347872",03-3775-7337,東京都大田区山王2-2-13 ,550
,麺屋海神 吉祥寺店,吉祥寺駅 103m , ラーメン・つけ麺(ラーメン),魚が主役のあら炊きスープが染み渡る 2度楽しめる奥深い味に最後まで夢中！,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1320/A132001/13117094/,予約不可,,,"35.70251723864282,139.57902148473082",0422-41-0315,東京都武蔵野市吉祥寺南町1-5-9 くまもとビル 2F,484
,丸吉飯店,大井町駅 280m , ラーメン・つけ麺(ラーメン)、中華料理,,～￥999,～￥999,3.54,日曜日,https://tabelog.com/tokyo/A1315/A131501/13044094/,予約不可,,,"35.60504813875422,139.73444758363735",03-3776-5730,東京都品川区大井1-50-14 ,469
,鷹流 高田馬場店,高田馬場駅 291m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば)、ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1305/A130503/13058985/,予約不可,,,"35.712539238675156,139.70056318474684",03-3366-9488,東京都新宿区高田馬場4-17-17 高田馬場プリンスマンション　１Ｆ,462
,家系ラーメン 武将家,秋葉原駅 231m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1310/A131001/13232321/,予約不可,,,"35.70002903870585,139.7719989845704",03-3255-4200,東京都千代田区外神田4-2-7 1F,417
,三吉,新橋駅 215m , ラーメン・つけ麺(ラーメン)、餃子、カレー,,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13031443/,予約不可,,,"35.6677990302223,139.75988935671725",03-3571-1525,東京都中央区銀座8-7 銀座ナイン2号館 B1F,410
,武道家 龍,成城学園前駅 95m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,-,https://tabelog.com/tokyo/A1318/A131814/13118557/,予約不可,,,"35.63938383868946,139.59958278407868",03-3415-5565,東京都世田谷区成城2-34-1 ,407
,四川担々麺 赤い鯨 人形町店,人形町駅 58m , ラーメン・つけ麺(担々麺)、ラーメン・つけ麺(汁なし担々麺),,"￥2,000～￥2,999","￥2,000～￥2,999",3.54,-,https://tabelog.com/tokyo/A1302/A130204/13246558/,予約不可,,,"35.68578943871838,139.78297298441885",03-6661-9328,東京都中央区日本橋人形町2-5-2 ,392
,銀座 篝 六本木ヒルズ店,六本木駅 191m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,-,https://tabelog.com/tokyo/A1307/A130701/13240620/,予約不可,,,"35.661547938716815,139.72966328421137",03-6721-0767,東京都港区六本木6-4-1 六本木ヒルズ メトロハット ハリウッドプラザ B2F,382
,ZOOT,大門駅 129m , ラーメン・つけ麺(ラーメン)、居酒屋、もつ焼き,,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,土曜日、日曜日、祝日,https://tabelog.com/tokyo/A1314/A131401/13058997/,予約可,,,"35.65714133872801,139.7560697841484",03-6459-0660,東京都港区浜松町1-28-4 保木ビル1階,346
,煮干し中華そば 江古田 三四郎,江古田駅 74m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1321/A132101/13151775/,予約不可,,,"35.73760433865011,139.6718865850201",03-3557-5962,東京都練馬区栄町4-7 西村ビル 1F,328
,浅草 生田庵,浅草（東武・都営・メトロ）駅 228m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1311/A131102/13255913/,予約不可,,,"35.71257903870617,139.79799188467896",03-5246-4350,東京都台東区花川戸1-6-4 ,318
,汁なし担担麺 くにまつ 神保町店,神保町駅 211m , ラーメン・つけ麺(汁なし担々麺)、ラーメン・つけ麺(担々麺)、四川料理,,～￥999,～￥999,3.54,月曜日、日曜日、祝日,https://tabelog.com/tokyo/A1310/A131003/13214252/,予約不可,,,"35.69708923870376,139.75954388454943",不明の為情報お待ちしております,東京都千代田区神田神保町1-22 ,300
,モンタナ,吉祥寺駅 301m , ラーメン・つけ麺(つけ麺)、カレー,,-,-,3.54,-,https://tabelog.com/tokyo/A1320/A132001/13220315/,予約不可,,,"35.70385423864121,139.576646584746",0422-21-0208,東京都武蔵野市吉祥寺本町2-10-2 本町田中ビル 1F,299
,デイトセイ 高田馬場,高田馬場駅 229m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),【高田馬場駅から徒歩2分】麺にこだわる至福の一杯を、スタイリッシュな店内でお愉しみ下さい。,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1305/A130503/13268485/,予約不可,,,"35.71454160737316,139.70308863455753",03-5937-2530,東京都新宿区高田馬場3-4-18 リッチハウス 1F,295
,麺処いのこ 平和台店,平和台駅 481m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,-,-,3.54,火曜日,https://tabelog.com/tokyo/A1322/A132203/13128093/,予約不可,,,"35.76055523863113,139.65805548526166",03-3550-5066,東京都練馬区平和台2-52-8 ,287
,えどもんど 中野,中野駅 289m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,水曜日,https://tabelog.com/tokyo/A1319/A131902/13283099/,予約不可,,,"35.70834873866689,139.66622518472857",不明の為情報お待ちしております,東京都中野区中野5-56-12 ,280
,おうじ家,王子駅前駅 214m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1323/A132303/13245294/,予約不可,,,"35.75443880778195,139.736998657623",03-5902-3166,東京都北区王子1-10-16 王子駅前ビル 1F,276
,らーめん いっとく,西日暮里駅 459m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,-,https://tabelog.com/tokyo/A1311/A131105/13047509/,予約不可,,,"35.7300816386837,139.7623689848807",03-3824-5580,東京都文京区千駄木3-49-10 ,276
,むらもと,大岡山駅 205m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,-,https://tabelog.com/tokyo/A1317/A131711/13003300/,予約不可,,,"35.605734638738134,139.6852969836787",03-3727-8282,東京都大田区北千束3-31-6 ,275
,らーめん勝,篠崎駅 310m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,日曜日,https://tabelog.com/tokyo/A1312/A131205/13008094/,予約不可,,,"35.70336043874536,139.90268498451243",03-3678-6339,東京都江戸川区篠崎町7-13-20 ,269
,中華そば 丸福 荻窪本店,荻窪駅 134m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,火曜日,https://tabelog.com/tokyo/A1319/A131906/13001100/,予約不可,,,"35.70482683865484,139.62139338472446",03-3391-6003,東京都杉並区上荻1-6-1 ,256
,ラーメンイエロー 御徒町店,末広町駅 433m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,月曜日、日曜日,https://tabelog.com/tokyo/A1311/A131101/13212744/,予約不可,,,"35.70273283870557,139.77652568459453",不明の為情報お待ちしております,東京都台東区台東2-7-4 和田ビル 1F,252
,さい。,大山駅 72m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1322/A132203/13097328/,予約不可,,,"35.748146238653,139.70197668510554",03-3972-8553,東京都板橋区大山町8-6 ,242
,麺舗 十六,要町駅 391m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,日曜日,https://tabelog.com/tokyo/A1322/A132202/13011833/,予約不可,,,"35.73388483866237,139.70297778496075",非公開,東京都豊島区池袋3-6-8 第１京花荘 1F,241
,とんくる,笹塚駅 177m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,日曜日、祝日,https://tabelog.com/tokyo/A1318/A131808/13151488/,予約不可,,,"35.67517233868857,139.6681576843921",03-5388-4186,東京都渋谷区笹塚2-11-7 ,238
,分田上,八王子市 , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,月曜日、火曜日,https://tabelog.com/tokyo/A1329/A132904/13010292/,予約不可,,,"35.629778338625556,139.37975038413575",0426-74-7460,東京都八王子市下柚木321-1 ,228
,下頭橋ラーメン,ときわ台駅 631m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,水曜日、木曜日,https://tabelog.com/tokyo/A1322/A132203/13015790/,予約不可,,,"35.76357153863776,139.68491948527327",03-3967-5957,東京都板橋区常盤台3-10-3 ,228
,四川料理 蜀彩,経堂駅 125m , 中華料理、四川料理、ラーメン・つけ麺(担々麺),,"￥4,000～￥4,999","￥4,000～￥4,999",3.54,月曜日、火曜日,https://tabelog.com/tokyo/A1318/A131813/13132413/,予約可,,,"35.65020343869452,139.63703398416172",03-3425-1668,東京都世田谷区経堂1-12-10 松原ビル2F,227
,ホルモン和,押上駅 307m , ホルモン、焼肉、ラーメン・つけ麺(ラーメン),行列の出来るホルモン屋「初代吉田」の料理長が独立！,"￥3,000～￥3,999","￥3,000～￥3,999",3.54,-,https://tabelog.com/tokyo/A1312/A131203/13182268/,予約可,1時間刻みで予約受付致します。,,"35.71208453871218,139.8159154846614",03-6661-8135,東京都墨田区押上1-18-6 ,224
,味噌ラーメン百庵 西新宿店,西新宿駅 237m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,-,https://tabelog.com/tokyo/A1304/A130401/13275275/,予約不可,,,"35.69531953809568,139.6906439226086",03-6908-9888,東京都新宿区西新宿8-19-1 小林ビル 1F,222
,巓,葛西駅 676m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,-,https://tabelog.com/tokyo/A1313/A131305/13153971/,予約不可,,,"35.66689723876094,139.8788575841608",03-5679-5120,東京都江戸川区東葛西2-26-12 ,219
,横浜ラーメン 武蔵家 御茶ノ水店,新御茶ノ水駅 292m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1310/A131002/13208977/,予約不可,,,"35.697867838704184,139.76246658455526",不明の為情報お待ちしております,東京都千代田区神田駿河台1-8-4 ,217
,麺や樽座 小宮店,小宮駅 420m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.54,-,https://tabelog.com/tokyo/A1329/A132904/13041366/,予約不可,,,"35.68921343858479,139.37028538474274",042-645-2779,東京都八王子市小宮町941-1 ,213
,新潟ラーチャン専門 我武者羅 四谷店,四ツ谷駅 278m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.54,日曜日,https://tabelog.com/tokyo/A1309/A130902/13263750/,予約不可,,,"35.68624353870046,139.72754418446235",03-3356-2534,東京都新宿区四谷1-18-5 Belle四谷 1F,211
,横浜家系ラーメン 作田家,小岩駅 244m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.54,火曜日,https://tabelog.com/tokyo/A1312/A131204/13093723/,予約不可,,,"35.73550323871866,139.88294048485096",不明の為情報お待ちしております,東京都江戸川区西小岩1-29-6 １Ｆ,210
,つばさ家 武蔵境店,武蔵境駅 279m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.54,日曜日,https://tabelog.com/tokyo/A1320/A132003/13041952/,予約不可,,,"35.70405223863135,139.54606408476943",0422-36-2171,東京都武蔵野市境1-12-2 シーザスパレスビル　１Ｆ,208
,ラーメン 豚の子,新日本橋駅 290m , ラーメン・つけ麺(ラーメン),,-,-,3.54,-,https://tabelog.com/tokyo/A1310/A131002/13289811/,予約不可,,,"35.69147505587243,139.77454395587412",不明の為情報お待ちしております,東京都千代田区神田西福田町4-6 神田紺屋町ビル 1F,205
,キッチン きらく,神保町駅 107m , スイーツ、カレー、ラーメン・つけ麺(ラーメン),,-,-,3.54,水曜日,https://tabelog.com/tokyo/A1310/A131003/13279974/,予約不可,,,"35.695580227973025,139.7593989143736",080-7293-0731,東京都千代田区神田神保町1-5 M2神保町 1F,201
